chromosome	predicted	target	matched predicted	matched target	precision	recall	F1 score
chr1	638.0	669.0	184.0	186.0	0.2884012539184953	0.27802690582959644	0.2831190748002184
chr2	727.0	356.0	82.0	80.0	0.11279229711141678	0.2247191011235955	0.1501969044784321
chr3	556.0	345.0	77.0	75.0	0.13848920863309352	0.21739130434782608	0.16919358382773014
chr4	769.0	214.0	43.0	42.0	0.055916775032509754	0.19626168224299065	0.08703614457831327
chr5	461.0	257.0	61.0	62.0	0.13232104121475055	0.24124513618677043	0.17090309315619423
chr6	352.0	346.0	82.0	84.0	0.23295454545454544	0.24277456647398843	0.23776320331377282
chr7	410.0	271.0	58.0	59.0	0.14146341463414633	0.2177121771217712	0.1714944372055728
chr8	338.0	203.0	49.0	49.0	0.14497041420118342	0.2413793103448276	0.1811460258780037
chr10	398.0	256.0	44.0	45.0	0.11055276381909548	0.17578125	0.13573730033591555
chr11	288.0	348.0	83.0	84.0	0.2881944444444444	0.2413793103448276	0.262717612480217
chr12	302.0	244.0	56.0	56.0	0.18543046357615894	0.22950819672131148	0.20512820512820512
chr13	609.0	65.0	15.0	14.0	0.024630541871921183	0.2153846153846154	0.04420587306599305
chr14	357.0	131.0	36.0	35.0	0.10084033613445378	0.26717557251908397	0.14641798849572948
chr15	209.0	184.0	46.0	46.0	0.22009569377990432	0.25	0.23409669211195927
chr16	266.0	182.0	54.0	53.0	0.20300751879699247	0.29120879120879123	0.23923764941904205
chr17	283.0	279.0	68.0	68.0	0.24028268551236748	0.24372759856630824	0.24199288256227755
chr18	205.0	84.0	17.0	18.0	0.08292682926829269	0.21428571428571427	0.11957796014067995
chr19	147.0	229.0	66.0	66.0	0.4489795918367347	0.28820960698689957	0.35106382978723405
chr20	108.0	173.0	44.0	44.0	0.4074074074074074	0.2543352601156069	0.31316725978647686
chr21	66.0	60.0	16.0	16.0	0.24242424242424243	0.26666666666666666	0.25396825396825395
chr22	175.0	108.0	34.0	34.0	0.19428571428571428	0.3148148148148148	0.24028268551236748
chrX	215.0	132.0	25.0	25.0	0.11627906976744186	0.1893939393939394	0.1440922190201729
average	358.1363636363636	233.45454545454547	56.36363636363637	56.40909090909091	0.18693846605115058	0.2409718873036339	0.19920631268421649
standard error	42.000685185842904	28.490427288267956	7.564025547762894	7.645177607700562	0.022529534777149984	0.007351382728642461	0.015844177770566
overall	7879.0	5136.0	1240.0	1241.0	0.15738037822058637	0.2416277258566978	0.19060997756848413
