chromosome	MSE	SSIM	PSNR
chr1	0.0004502553970083501	0.8497538267292626	33.465409763300386
chr2	0.00037080718063453583	0.8469525642799884	34.30851747266586
chr3	0.0003676591445915051	0.845074396279432	34.34554509456686
chr4	0.0002730950179118804	0.8570961303666319	35.63686063620363
chr5	0.0003348204859542149	0.8479529620286067	34.751878478966034
chr6	0.00039602715601770274	0.8447428506445023	34.02274923340295
chr7	0.00037393817588898674	0.8484972937186708	34.27200078690145
chr8	0.00034224794741333583	0.8504233527646131	34.65659020915032
chr9	0.0003564566442275636	0.8662116787170258	34.47993163941293
chr10	0.00044767298155601326	0.8434793012039367	33.49039018824399
chr11	0.0005015501705581726	0.8375341058699464	32.99685530974861
chr12	0.0004646730159209503	0.8414028432776368	33.32852453290288
chr13	0.0002984186626637119	0.8657868380803168	35.251738746807796
chr14	0.0004095080273185982	0.8581301243889771	33.87737474576105
chr15	0.000416618310928409	0.8630778116686251	33.802615419064196
chr16	0.0005655381083726679	0.8501487473969652	32.47538048342671
chr17	0.0008444479134408113	0.8344743863251232	30.734270816415105
chr18	0.00039776588364527355	0.8514482310549231	34.00372359841099
chr19	0.0007703979686237547	0.8311770697737808	31.132848146518203
chr20	0.0006274714757669274	0.8377337780354813	32.024059427826565
chr21	0.000430188161497278	0.8726546087160073	33.66341444335612
chr22	0.0007536488456040399	0.866242866879881	31.228309041171517
chrX	0.00027362948338205254	0.866263941136772	35.62836950793175
average	0.0004550798329968147	0.8511417264929176	33.63379816183287
standard error	3.279494804087993e-05	0.0023934829653734354	0.2821984828003685
