chromosome	MSE	SSIM	PSNR
chr1	0.0004400364343740759	0.8558991168084176	33.56511264381151
chr2	0.0003615339747379573	0.8539470788442654	34.41850764003574
chr3	0.0003581241824094518	0.8524273672086855	34.4596623090404
chr4	0.00026550481500801026	0.8654121003458323	35.75927434879688
chr5	0.0003259041564730819	0.8552533400848267	34.86909967394014
chr6	0.00038625707156852057	0.8517685733309004	34.13123444023495
chr7	0.00036451725734891845	0.8557966429481767	34.38281786903268
chr8	0.00033360983678242933	0.8575740289727545	34.76761022106522
chr9	0.00034834786614241185	0.871781359074737	34.57986720785235
chr10	0.0004373941025063181	0.8500100217884934	33.59126977668298
chr11	0.0004900882144266374	0.8440987395884766	33.097256525996585
chr12	0.0004538702380003482	0.8483258103886432	33.43068198979347
chr13	0.0002910360095294094	0.8726582604766387	35.360531237410186
chr14	0.00040036462965893096	0.8641608266155845	33.975441889079846
chr15	0.00040772279305151287	0.8679617613190335	33.8963490285538
chr16	0.0005550395410729003	0.8550907294238677	32.55675998346836
chr17	0.0008291840923076495	0.8405875567706151	30.813489859546827
chr18	0.0003886186082086404	0.8588620366163834	34.104762961803715
chr19	0.0007554014006509972	0.8368965763493091	31.218221567552504
chr20	0.0006148423578490667	0.843266544950727	32.11236149999732
chr21	0.0004219885442963033	0.8777548098581005	33.74699235734556
chr22	0.0007414849309594583	0.8700169181623953	31.298976120493908
chrX	0.00026860539709394897	0.8738420531841047	35.70885103606472
average	0.0004451946284546513	0.8575387936135204	33.73239705163476
standard error	3.23488374499034e-05	0.002355075471674106	0.28418664973439095
