chromosome	predicted	target	matched predicted	matched target	precision	recall	F1 score
chr1	223.0	671.0	185.0	186.0	0.8295964125560538	0.27719821162444114	0.415547088694728
chr2	87.0	354.0	67.0	70.0	0.7701149425287356	0.1977401129943503	0.31468062265163715
chr3	79.0	343.0	63.0	65.0	0.7974683544303798	0.18950437317784258	0.30623691295243793
chr4	40.0	214.0	27.0	28.0	0.675	0.1308411214953271	0.21919396926645401
chr5	60.0	257.0	45.0	46.0	0.75	0.17898832684824903	0.2890052356020943
chr6	84.0	347.0	68.0	68.0	0.8095238095238095	0.19596541786743515	0.31554524361948955
chr7	83.0	272.0	64.0	64.0	0.7710843373493976	0.23529411764705882	0.36056338028169016
chr8	42.0	207.0	29.0	30.0	0.6904761904761905	0.14492753623188406	0.23957042544403143
chr10	57.0	258.0	44.0	45.0	0.7719298245614035	0.1744186046511628	0.2845440827764604
chr11	103.0	353.0	78.0	81.0	0.7572815533980582	0.22946175637393768	0.35220336148507403
chr12	79.0	242.0	58.0	59.0	0.7341772151898734	0.24380165289256198	0.3660480290955769
chr13	21.0	64.0	12.0	12.0	0.5714285714285714	0.1875	0.2823529411764706
chr14	30.0	129.0	21.0	21.0	0.7	0.16279069767441862	0.2641509433962264
chr15	64.0	189.0	49.0	49.0	0.765625	0.25925925925925924	0.38735177865612647
chr16	63.0	182.0	48.0	50.0	0.7619047619047619	0.27472527472527475	0.4038364462392731
chr17	80.0	276.0	67.0	68.0	0.8375	0.2463768115942029	0.3807454454287147
chr18	22.0	83.0	15.0	15.0	0.6818181818181818	0.18072289156626506	0.2857142857142857
chr19	71.0	230.0	59.0	59.0	0.8309859154929577	0.2565217391304348	0.3920265780730897
chr20	51.0	171.0	45.0	45.0	0.8823529411764706	0.2631578947368421	0.4054054054054054
chr21	17.0	59.0	13.0	13.0	0.7647058823529411	0.22033898305084745	0.34210526315789475
chr22	69.0	112.0	46.0	48.0	0.6666666666666666	0.42857142857142855	0.5217391304347826
chrX	36.0	129.0	17.0	17.0	0.4722222222222222	0.13178294573643412	0.20606060606060608
average	66.4090909090909	233.72727272727272	50.90909090909091	51.77272727272727	0.7405392174125762	0.2186313253568027	0.3333921443460249
standard error	9.04549805293111	28.590948664450686	7.70784417755103	7.776903260368705	0.01954239312117331	0.013883630297083999	0.01589268122266406
overall	1461.0	5142.0	1120.0	1139.0	0.7665982203969883	0.22150914041229094	0.34370458024450373
